0,3,1
0,16,1
0,17,3
0,22,1
0,45,1
0,47,1
0,59,1
0,63,1
0,69,1
0,73,1
0,82,1
0,84,1
0,85,1
0,115,1
0,119,1
0,124,1
0,158,1
0,199,1
0,209,1
0,214,1
0,216,1
0,230,1
0,253,2
0,266,1
0,275,1
0,288,1
0,346,1
0,347,1
0,348,1
0,391,1
0,417,1
0,446,1
0,468,1
0,490,2
0,492,1
0,503,1
0,545,1
0,546,1
0,562,1
0,563,1
0,564,1
0,605,1
0,610,1
0,674,1
0,689,1
0,819,1
0,875,1
0,943,1
0,1079,1
0,3,1
0,16,1
0,17,3
0,22,1
0,45,1
0,47,1
0,59,1
0,63,1
0,69,1
0,73,1
0,82,1
0,84,1
0,85,1
0,115,1
0,119,1
0,124,1
0,158,1
0,199,1
0,209,1
0,214,1
0,216,1
0,230,1
0,253,2
0,266,1
0,275,1
0,288,1
0,346,1
0,347,1
0,348,1
0,391,1
0,417,1
0,446,1
0,468,1
0,490,2
0,492,1
0,503,1
0,545,1
0,546,1
0,562,1
0,563,1
0,564,1
0,605,1
0,610,1
0,674,1
0,689,1
0,819,1
0,875,1
0,943,1
0,1079,1
1,1,1
1,3,1
1,9,1
1,10,1
1,11,1
1,12,1
1,17,4
1,22,1
1,23,1
1,25,1
1,27,1
1,42,1
1,44,1
1,45,1
1,58,2
1,63,1
1,69,2
1,75,1
1,82,1
1,84,1
1,88,3
1,95,1
1,99,2
1,100,1
1,101,1
1,103,1
1,104,1
1,109,1
1,112,1
1,124,1
1,125,3
1,126,1
1,127,3
1,138,2
1,141,1
1,147,2
1,149,1
1,150,2
1,156,1
1,157,1
1,158,2
1,160,1
1,177,1
1,190,1
1,193,1
1,197,2
1,199,1
1,202,1
1,204,1
1,209,1
1,226,2
1,230,1
1,240,1
1,256,2
1,285,1
1,295,1
1,304,1
1,322,1
1,331,2
1,337,1
1,343,1
1,347,1
1,371,2
1,379,1
1,388,1
1,390,1
1,409,1
1,414,1
1,422,1
1,424,1
1,438,1
1,445,1
1,450,1
1,456,1
1,464,1
1,506,1
1,538,2
1,542,1
1,559,1
1,569,1
1,575,1
1,593,1
1,597,1
1,600,1
1,612,1
1,626,1
1,637,1
1,646,2
1,671,1
1,673,2
1,678,1
1,709,1
1,710,1
1,762,1
1,766,1
1,787,1
1,824,1
1,843,1
1,855,1
1,882,1
1,899,1
1,926,1
1,943,1
1,953,2
1,970,1
1,1010,1
1,1034,1
1,1057,1
1,1059,2
1,1065,1
1,1075,1
1,1091,1
1,1107,1
1,1144,2
1,1149,1
1,1167,1
1,1171,1
1,1194,1
1,1221,1
1,1229,1
1,1234,1
1,1271,1
2,35,1
2,88,1
2,92,1
2,125,1
2,243,1
2,327,1
2,591,1
2,979,1
2,1066,1
2,1190,1
3,17,1
3,63,1
3,91,1
3,102,1
3,105,1
3,109,1
3,149,1
3,152,2
3,174,1
3,187,1
3,202,1
3,210,1
3,214,1
3,230,1
3,234,1
3,262,1
3,312,1
3,327,1
3,391,1
3,438,1
3,452,1
3,479,1
3,556,1
3,569,1
3,622,1
3,657,1
3,680,1
3,686,1
3,733,1
3,758,1
3,763,1
3,806,1
3,819,1
3,1086,1
3,1167,1
4,17,1
4,22,1
4,122,1
4,159,1
4,160,1
4,223,1
4,304,1
4,639,1
5,9,1
5,44,2
5,51,1
5,58,1
5,115,1
5,119,1
5,127,1
5,133,1
5,151,1
5,177,1
5,192,1
5,239,1
5,276,1
5,306,1
5,346,1
5,384,1
5,468,1
5,502,1
5,532,1
5,612,1
5,1062,1
5,1070,1
5,1334,1
6,11,1
6,13,1
6,17,1
6,33,1
6,35,1
6,48,1
6,50,2
6,81,1
6,83,1
6,104,1
6,109,2
6,123,1
6,158,1
6,182,1
6,190,1
6,205,1
6,209,1
6,223,1
6,253,1
6,267,1
6,277,1
6,308,1
6,377,1
6,441,1
6,449,1
6,524,1
6,543,1
6,546,1
6,637,1
6,671,1
6,719,1
6,763,1
6,954,1
6,999,1
6,1082,1
6,1093,1
6,1246,1
6,1274,1
6,1353,1
7,46,1
7,59,1
7,82,1
7,87,1
7,88,1
7,299,1
7,322,1
7,331,1
7,530,1
7,677,1
7,1200,1
8,17,1
8,40,1
8,44,1
8,50,1
8,66,1
8,79,1
8,124,1
8,187,1
8,267,1
8,337,1
8,377,1
8,386,1
8,448,1
8,483,1
8,509,1
8,587,1
8,628,1
8,682,1
8,906,1
8,992,1
8,1032,1
8,1257,1
9,13,1
9,17,5
9,22,1
9,23,1
9,26,2
9,31,1
9,34,1
9,38,1
9,43,1
9,45,1
9,48,2
9,56,1
9,67,1
9,69,1
9,77,1
9,81,1
9,82,2
9,83,1
9,87,1
9,88,1
9,90,1
9,92,1
9,104,1
9,109,2
9,130,1
9,146,2
9,147,1
9,149,1
9,158,1
9,183,1
9,197,1
9,202,1
9,216,1
9,222,1
9,240,1
9,256,1
9,261,1
9,262,1
9,265,1
9,271,1
9,275,1
9,284,1
9,287,1
9,301,1
9,310,1
9,312,1
9,337,1
9,343,1
9,346,1
9,347,1
9,369,1
9,374,1
9,391,1
9,405,2
9,418,1
9,444,1
9,445,1
9,447,2
9,449,1
9,461,1
9,522,1
9,523,1
9,524,1
9,532,1
9,565,1
9,569,1
9,615,1
9,646,1
9,648,1
9,671,1
9,690,1
9,702,1
9,770,1
9,813,1
9,821,1
9,907,1
9,927,1
9,979,2
9,1004,1
9,1035,1
9,1067,1
9,1114,1
9,1149,1
9,1234,1
9,1360,1
10,10,1
10,11,1
10,14,1
10,17,2
10,33,1
10,40,1
10,47,1
10,58,1
10,65,1
10,67,1
10,69,1
10,71,1
10,98,1
10,100,1
10,103,1
10,104,1
10,117,2
10,120,1
10,125,1
10,146,1
10,147,2
10,149,1
10,187,1
10,193,1
10,204,1
10,246,1
10,267,1
10,288,1
10,303,1
10,306,1
10,310,1
10,312,1
10,335,1
10,342,3
10,347,2
10,386,1
10,391,1
10,417,1
10,486,1
10,503,1
10,530,1
10,540,1
10,558,1
10,569,1
10,594,1
10,621,1
10,622,1
10,673,2
10,727,1
10,819,1
10,834,1
10,851,1
10,875,1
10,927,1
10,933,1
10,970,1
10,994,1
10,1019,1
10,1067,1
10,1069,1
10,1078,1
10,1138,1
10,1204,1
11,17,2
11,22,1
11,36,1
11,42,1
11,65,1
11,82,1
11,93,1
11,94,2
11,115,1
11,157,1
11,159,1
11,160,1
11,164,1
11,165,1
11,177,1
11,184,1
11,190,1
11,216,1
11,275,2
11,346,1
11,363,1
11,391,2
11,449,1
11,450,1
11,490,1
11,514,1
11,538,1
11,541,1
11,615,1
11,640,1
11,679,1
11,732,1
11,767,1
11,810,1
11,972,1
11,1034,1
11,1054,1
11,1094,1
11,1135,1
11,1182,1
11,1194,1
11,1196,1
11,1204,1
11,1228,1
12,13,1
12,14,1
12,17,1
12,21,1
12,26,1
12,35,1
12,46,1
12,48,1
12,53,1
12,69,2
12,77,1
12,82,2
12,88,1
12,100,1
12,101,1
12,103,1
12,109,2
12,127,1
12,132,1
12,155,1
12,158,2
12,159,1
12,160,1
12,216,1
12,223,1
12,229,1
12,254,1
12,282,1
12,288,1
12,303,1
12,308,1
12,312,1
12,335,2
12,347,1
12,380,1
12,405,1
12,436,1
12,460,1
12,483,1
12,493,1
12,520,1
12,541,1
12,621,2
12,634,1
12,646,1
12,673,1
12,694,1
12,763,1
12,813,1
12,825,1
12,833,1
12,834,1
12,855,1
12,875,1
12,887,2
12,913,1
12,959,1
12,967,1
12,972,1
12,1002,1
12,1010,1
12,1015,1
12,1016,1
12,1061,1
12,1071,1
12,1306,1
12,1327,1
13,27,1
13,35,1
13,40,1
13,45,1
13,58,1
13,63,1
13,65,1
13,66,1
13,72,1
13,73,1
13,81,1
13,88,1
13,92,1
13,93,1
13,101,1
13,113,1
13,115,1
13,120,2
13,127,1
13,134,1
13,138,2
13,149,2
13,158,1
13,160,1
13,175,1
13,185,1
13,189,1
13,213,1
13,246,1
13,267,1
13,288,1
13,303,1
13,308,1
13,325,1
13,363,1
13,384,1
13,418,1
13,438,1
13,464,1
13,478,1
13,481,1
13,503,1
13,529,3
13,558,1
13,562,1
13,612,1
13,637,1
13,648,1
13,656,1
13,671,1
13,673,1
13,677,1
13,700,1
13,736,1
13,772,1
13,864,1
13,890,1
13,935,1
13,943,1
13,954,1
13,1000,1
13,1036,1
13,1071,1
13,1105,1
13,1118,1
13,1119,1
13,1143,1
13,1204,1
13,1302,1
14,17,1
14,26,1
14,27,1
14,30,1
14,32,1
14,40,1
14,65,1
14,80,1
14,82,1
14,100,1
14,126,1
14,136,1
14,147,1
14,165,1
14,184,1
14,185,1
14,220,1
14,230,1
14,308,1
14,310,1
14,329,1
14,331,1
14,343,1
14,518,1
14,529,1
14,538,2
14,621,1
14,670,1
14,686,1
14,725,1
14,795,1
14,806,1
14,863,1
14,992,1
14,1080,1
14,1081,1
14,1093,1
14,1153,1
14,1168,1
14,1203,1
14,1275,1
14,1340,1
15,15,1
15,16,1
15,21,1
15,22,1
15,25,1
15,43,2
15,45,1
15,48,1
15,63,1
15,65,2
15,67,1
15,69,2
15,81,1
15,82,1
15,90,1
15,115,1
15,130,1
15,147,1
15,197,1
15,216,1
15,222,1
15,267,1
15,288,1
15,327,1
15,337,1
15,346,2
15,367,1
15,390,1
15,405,1
15,438,1
15,458,1
15,579,1
15,602,1
15,612,1
15,613,1
15,629,1
15,646,1
15,663,1
15,680,1
15,736,1
15,811,1
15,819,1
15,1003,1
15,1015,1
15,1071,1
15,1144,1
15,1166,1
15,1197,1
15,1223,1
15,1234,1
15,1263,1
15,1282,1
15,1309,1
16,20,1
16,82,1
16,93,1
16,113,1
16,141,1
16,164,1
16,186,1
16,299,1
16,405,1
16,449,1
16,464,1
16,575,1
16,607,1
16,673,1
16,752,1
16,780,1
16,801,1
16,992,1
17,17,3
17,19,2
17,22,3
17,24,1
17,30,1
17,31,1
17,33,1
17,34,1
17,37,1
17,38,2
17,45,1
17,46,1
17,48,1
17,50,1
17,51,1
17,54,1
17,59,1
17,65,5
17,66,2
17,67,1
17,70,1
17,71,2
17,73,1
17,77,2
17,78,1
17,79,3
17,81,1
17,82,1
17,83,3
17,88,4
17,90,1
17,92,6
17,93,4
17,94,1
17,96,2
17,97,4
17,101,1
17,102,1
17,109,1
17,115,2
17,118,1
17,120,1
17,125,3
17,130,1
17,132,2
17,138,3
17,140,1
17,141,1
17,143,2
17,146,1
17,147,2
17,149,1
17,150,1
17,155,1
17,156,2
17,157,2
17,158,3
17,160,1
17,166,1
17,174,1
17,177,3
17,179,1
17,182,2
17,183,1
17,184,2
17,187,2
17,202,2
17,204,2
17,213,1
17,214,2
17,216,3
17,223,1
17,226,1
17,230,2
17,240,1
17,243,1
17,248,1
17,251,1
17,253,1
17,260,1
17,263,1
17,268,1
17,275,1
17,287,1
17,288,1
17,301,1
17,304,4
17,308,3
17,314,2
17,316,1
17,322,1
17,326,1
17,333,1
17,335,3
17,336,1
17,337,3
17,340,1
17,342,2
17,346,3
17,347,2
17,361,1
17,363,2
17,376,1
17,377,1
17,380,1
17,386,1
17,388,1
17,389,1
17,391,3
17,404,1
17,406,1
17,410,1
17,446,1
17,447,1
17,449,2
17,451,2
17,467,1
17,468,1
17,472,1
17,476,1
17,478,1
17,481,1
17,490,3
17,498,1
17,503,3
17,504,1
17,506,1
